sc,	sm,	mu_c,	mu_m,	lnZ,	D,	d 
0.8944,	0.4522,	1.367,	1.789,	-363.1,	6.921,	3.771
1.116,	0.4522,	1.367,	1.789,	-362.7,	6.548,	3.956
1.337,	0.4522,	1.367,	1.789,	-363.0,	6.933,	3.516
1.558,	0.4522,	1.367,	1.789,	-363.8,	7.753,	3.747
1.779,	0.4522,	1.367,	1.789,	-363.1,	7.22,	2.653
2.0,	0.4522,	1.367,	1.789,	-364.0,	7.737,	3.795
0.01,	0.6733,	1.367,	1.789,	-359.8,	4.115,	2.17
0.2311,	0.6733,	1.367,	1.789,	-362.2,	6.102,	3.872
0.4522,	0.6733,	1.367,	1.789,	-362.9,	6.764,	3.34
0.6733,	0.6733,	1.367,	1.789,	-363.3,	7.231,	3.312
0.8944,	0.6733,	1.367,	1.789,	-362.8,	6.752,	3.522
1.116,	0.6733,	1.367,	1.789,	-362.9,	6.792,	3.345
1.337,	0.6733,	1.367,	1.789,	-364.2,	7.869,	3.975
1.558,	0.6733,	1.367,	1.789,	-363.8,	7.652,	3.729
1.779,	0.6733,	1.367,	1.789,	-364.1,	7.92,	3.485
2.0,	0.6733,	1.367,	1.789,	-364.2,	8.164,	3.407
0.01,	0.8944,	1.367,	1.789,	-360.3,	4.768,	2.128
0.2311,	0.8944,	1.367,	1.789,	-362.2,	6.322,	2.979
0.4522,	0.8944,	1.367,	1.789,	-362.9,	6.985,	3.135
0.6733,	0.8944,	1.367,	1.789,	-363.4,	7.248,	3.825
0.8944,	0.8944,	1.367,	1.789,	-364.0,	7.806,	4.187
1.116,	0.8944,	1.367,	1.789,	-364.1,	7.987,	3.543
1.337,	0.8944,	1.367,	1.789,	-364.0,	8.038,	3.427
1.558,	0.8944,	1.367,	1.789,	-363.7,	7.635,	3.687
1.779,	0.8944,	1.367,	1.789,	-363.9,	7.749,	3.426
2.0,	0.8944,	1.367,	1.789,	-364.9,	8.485,	4.082
0.01,	1.116,	1.367,	1.789,	-360.9,	5.536,	2.269
0.2311,	1.116,	1.367,	1.789,	-362.1,	5.928,	3.686
0.4522,	1.116,	1.367,	1.789,	-363.0,	6.961,	3.961
0.6733,	1.116,	1.367,	1.789,	-364.0,	7.886,	4.078
0.8944,	1.116,	1.367,	1.789,	-364.1,	8.056,	3.684
1.116,	1.116,	1.367,	1.789,	-364.0,	7.988,	3.134
1.337,	1.116,	1.367,	1.789,	-364.7,	8.672,	3.952
1.558,	1.116,	1.367,	1.789,	-364.4,	8.28,	3.859
1.779,	1.116,	1.367,	1.789,	-365.1,	8.936,	4.135
2.0,	1.116,	1.367,	1.789,	-364.4,	8.217,	4.468
0.01,	1.337,	1.367,	1.789,	-360.2,	4.838,	2.052
0.2311,	1.337,	1.367,	1.789,	-362.5,	6.478,	3.598
0.4522,	1.337,	1.367,	1.789,	-363.1,	7.152,	2.789
0.6733,	1.337,	1.367,	1.789,	-364.1,	7.766,	4.368
0.8944,	1.337,	1.367,	1.789,	-363.3,	7.326,	3.371
1.116,	1.337,	1.367,	1.789,	-364.7,	8.484,	4.563
1.337,	1.337,	1.367,	1.789,	-364.0,	7.835,	3.357
1.558,	1.337,	1.367,	1.789,	-365.0,	9.172,	3.187
1.779,	1.337,	1.367,	1.789,	-364.2,	7.957,	3.689
2.0,	1.337,	1.367,	1.789,	-364.2,	8.078,	3.409
0.01,	1.558,	1.367,	1.789,	-360.9,	5.48,	2.183
0.2311,	1.558,	1.367,	1.789,	-362.5,	6.361,	3.445
0.4522,	1.558,	1.367,	1.789,	-363.0,	6.934,	2.64
0.6733,	1.558,	1.367,	1.789,	-363.6,	7.681,	3.458
0.8944,	1.558,	1.367,	1.789,	-363.5,	7.55,	2.838
1.116,	1.558,	1.367,	1.789,	-364.2,	8.179,	3.237
1.337,	1.558,	1.367,	1.789,	-364.0,	8.125,	3.447
1.558,	1.558,	1.367,	1.789,	-364.6,	8.598,	3.634
1.779,	1.558,	1.367,	1.789,	-365.4,	9.426,	3.707
2.0,	1.558,	1.367,	1.789,	-364.5,	8.5,	3.287
0.01,	1.779,	1.367,	1.789,	-360.6,	5.119,	1.988
0.2311,	1.779,	1.367,	1.789,	-363.2,	7.008,	3.519
0.4522,	1.779,	1.367,	1.789,	-362.9,	7.071,	2.909
0.6733,	1.779,	1.367,	1.789,	-364.0,	7.767,	3.407
0.8944,	1.779,	1.367,	1.789,	-363.7,	7.601,	3.258
1.116,	1.779,	1.367,	1.789,	-364.4,	8.628,	3.466
1.337,	1.779,	1.367,	1.789,	-364.6,	8.563,	3.033
1.558,	1.779,	1.367,	1.789,	-364.5,	8.485,	3.616
1.779,	1.779,	1.367,	1.789,	-365.2,	9.063,	4.09
2.0,	1.779,	1.367,	1.789,	-365.5,	9.366,	3.67
0.01,	2.0,	1.367,	1.789,	-361.4,	6.016,	2.067
0.2311,	2.0,	1.367,	1.789,	-362.8,	6.765,	3.553
0.4522,	2.0,	1.367,	1.789,	-364.3,	8.037,	4.671
0.6733,	2.0,	1.367,	1.789,	-364.2,	8.272,	3.372
0.8944,	2.0,	1.367,	1.789,	-364.2,	8.098,	3.774
1.116,	2.0,	1.367,	1.789,	-364.8,	8.625,	4.026
1.337,	2.0,	1.367,	1.789,	-364.1,	8.158,	3.823
1.558,	2.0,	1.367,	1.789,	-366.0,	9.688,	4.865
1.779,	2.0,	1.367,	1.789,	-365.1,	9.16,	3.651
2.0,	2.0,	1.367,	1.789,	-365.9,	9.944,	3.589
0.01,	0.01,	1.578,	1.789,	-373.1,	0.689,	1.521
0.2311,	0.01,	1.578,	1.789,	-375.5,	2.535,	3.284
0.4522,	0.01,	1.578,	1.789,	-375.7,	3.228,	2.557
0.6733,	0.01,	1.578,	1.789,	-376.7,	3.761,	3.579
0.8944,	0.01,	1.578,	1.789,	-377.1,	4.186,	3.189
1.116,	0.01,	1.578,	1.789,	-377.5,	4.493,	3.502
1.337,	0.01,	1.578,	1.789,	-377.1,	4.15,	2.896
1.558,	0.01,	1.578,	1.789,	-376.8,	4.234,	2.58
1.779,	0.01,	1.578,	1.789,	-377.6,	4.617,	3.105
2.0,	0.01,	1.578,	1.789,	-377.5,	4.639,	3.206
0.01,	0.2311,	1.578,	1.789,	-376.5,	3.923,	2.412
0.2311,	0.2311,	1.578,	1.789,	-378.9,	5.649,	4.44
0.4522,	0.2311,	1.578,	1.789,	-379.1,	6.049,	4.113
0.6733,	0.2311,	1.578,	1.789,	-379.5,	6.57,	3.931
0.8944,	0.2311,	1.578,	1.789,	-379.9,	6.745,	3.259
1.116,	0.2311,	1.578,	1.789,	-380.9,	7.892,	3.759
1.337,	0.2311,	1.578,	1.789,	-380.5,	7.39,	4.403
1.558,	0.2311,	1.578,	1.789,	-379.9,	6.961,	3.209
1.779,	0.2311,	1.578,	1.789,	-380.5,	7.172,	3.998
2.0,	0.2311,	1.578,	1.789,	-380.6,	7.493,	4.205
0.01,	0.4522,	1.578,	1.789,	-376.5,	4.069,	2.152
0.2311,	0.4522,	1.578,	1.789,	-379.1,	6.308,	3.136
0.4522,	0.4522,	1.578,	1.789,	-379.6,	6.416,	3.781
0.6733,	0.4522,	1.578,	1.789,	-380.2,	6.979,	3.415
0.8944,	0.4522,	1.578,	1.789,	-380.1,	7.192,	2.85
1.116,	0.4522,	1.578,	1.789,	-380.1,	7.276,	3.374
1.337,	0.4522,	1.578,	1.789,	-381.2,	8.006,	3.907
1.558,	0.4522,	1.578,	1.789,	-380.7,	7.677,	4.011
1.779,	0.4522,	1.578,	1.789,	-381.5,	8.521,	3.8
2.0,	0.4522,	1.578,	1.789,	-381.1,	8.28,	3.492
0.01,	0.6733,	1.578,	1.789,	-376.9,	4.303,	2.7
0.2311,	0.6733,	1.578,	1.789,	-379.2,	6.199,	4.224
0.4522,	0.6733,	1.578,	1.789,	-380.1,	7.031,	4.082
0.6733,	0.6733,	1.578,	1.789,	-379.9,	6.81,	3.876
0.8944,	0.6733,	1.578,	1.789,	-380.9,	8.187,	3.573
1.116,	0.6733,	1.578,	1.789,	-381.8,	8.68,	4.226
1.337,	0.6733,	1.578,	1.789,	-381.6,	8.392,	4.232
1.558,	0.6733,	1.578,	1.789,	-381.9,	8.891,	3.846
1.779,	0.6733,	1.578,	1.789,	-381.8,	8.617,	5.005
2.0,	0.6733,	1.578,	1.789,	-381.8,	8.575,	4.056
0.01,	0.8944,	1.578,	1.789,	-376.8,	4.509,	1.867
0.2311,	0.8944,	1.578,	1.789,	-379.3,	6.492,	3.645
0.4522,	0.8944,	1.578,	1.789,	-380.2,	7.266,	3.089
0.6733,	0.8944,	1.578,	1.789,	-380.6,	7.576,	3.721
0.8944,	0.8944,	1.578,	1.789,	-381.2,	8.297,	3.606
1.116,	0.8944,	1.578,	1.789,	-381.6,	8.801,	3.111
1.337,	0.8944,	1.578,	1.789,	-381.0,	7.988,	4.078
1.558,	0.8944,	1.578,	1.789,	-382.0,	8.88,	3.566
1.779,	0.8944,	1.578,	1.789,	-382.5,	9.454,	4.014
2.0,	0.8944,	1.578,	1.789,	-381.8,	8.815,	3.246
0.01,	1.116,	1.578,	1.789,	-377.1,	4.788,	1.723
0.2311,	1.116,	1.578,	1.789,	-380.1,	7.16,	4.027
0.4522,	1.116,	1.578,	1.789,	-380.3,	7.422,	3.853
0.6733,	1.116,	1.578,	1.789,	-381.4,	8.45,	4.12
0.8944,	1.116,	1.578,	1.789,	-382.0,	8.916,	4.708
1.116,	1.116,	1.578,	1.789,	-381.9,	8.755,	3.835
1.337,	1.116,	1.578,	1.789,	-382.1,	8.911,	4.42
1.558,	1.116,	1.578,	1.789,	-381.8,	8.814,	4.011
1.779,	1.116,	1.578,	1.789,	-382.6,	9.316,	4.262
2.0,	1.116,	1.578,	1.789,	-382.6,	9.724,	3.945
0.01,	1.337,	1.578,	1.789,	-377.1,	4.927,	1.827
0.2311,	1.337,	1.578,	1.789,	-380.1,	7.213,	3.585
0.4522,	1.337,	1.578,	1.789,	-381.1,	8.431,	3.369
0.6733,	1.337,	1.578,	1.789,	-381.1,	7.984,	4.139
0.8944,	1.337,	1.578,	1.789,	-381.8,	8.76,	4.322
1.116,	1.337,	1.578,	1.789,	-381.2,	8.076,	4.285
1.337,	1.337,	1.578,	1.789,	-381.8,	8.818,	3.832
1.558,	1.337,	1.578,	1.789,	-381.9,	8.884,	3.71
1.779,	1.337,	1.578,	1.789,	-382.6,	9.363,	4.348
2.0,	1.337,	1.578,	1.789,	-382.7,	9.867,	3.355
0.01,	1.558,	1.578,	1.789,	-377.9,	5.323,	2.356
0.2311,	1.558,	1.578,	1.789,	-380.0,	7.221,	2.916
0.4522,	1.558,	1.578,	1.789,	-381.1,	8.149,	3.52
0.6733,	1.558,	1.578,	1.789,	-381.7,	8.72,	3.531
0.8944,	1.558,	1.578,	1.789,	-381.6,	8.598,	3.735
1.116,	1.558,	1.578,	1.789,	-381.3,	8.476,	3.471
1.337,	1.558,	1.578,	1.789,	-382.0,	8.982,	2.932
1.558,	1.558,	1.578,	1.789,	-382.5,	9.554,	4.136
1.779,	1.558,	1.578,	1.789,	-382.5,	9.406,	4.142
2.0,	1.558,	1.578,	1.789,	-383.0,	9.99,	4.121
0.01,	1.779,	1.578,	1.789,	-378.2,	5.796,	1.865
0.2311,	1.779,	1.578,	1.789,	-380.1,	7.189,	3.34
0.4522,	1.779,	1.578,	1.789,	-381.4,	8.169,	4.792
0.6733,	1.779,	1.578,	1.789,	-381.9,	8.81,	3.601
0.8944,	1.779,	1.578,	1.789,	-380.9,	7.998,	3.227
1.116,	1.779,	1.578,	1.789,	-382.0,	9.156,	4.328
1.337,	1.779,	1.578,	1.789,	-381.8,	8.72,	4.183
1.558,	1.779,	1.578,	1.789,	-382.0,	9.106,	3.614
1.779,	1.779,	1.578,	1.789,	-382.8,	9.854,	3.108
2.0,	1.779,	1.578,	1.789,	-382.0,	9.132,	3.027
0.01,	2.0,	1.578,	1.789,	-378.2,	5.73,	2.199
0.2311,	2.0,	1.578,	1.789,	-379.6,	6.935,	3.293
0.4522,	2.0,	1.578,	1.789,	-381.2,	8.026,	4.363
0.6733,	2.0,	1.578,	1.789,	-381.6,	8.456,	4.823
0.8944,	2.0,	1.578,	1.789,	-381.4,	8.261,	3.703
1.116,	2.0,	1.578,	1.789,	-381.0,	8.176,	3.335
1.337,	2.0,	1.578,	1.789,	-382.3,	9.396,	3.705
1.558,	2.0,	1.578,	1.789,	-383.1,	10.09,	4.015
1.779,	2.0,	1.578,	1.789,	-382.9,	9.876,	4.159
2.0,	2.0,	1.578,	1.789,	-383.1,	10.09,	3.822
0.01,	0.01,	1.789,	1.789,	-401.3,	0.6907,	1.693
0.2311,	0.01,	1.789,	1.789,	-403.9,	3.056,	3.117
0.4522,	0.01,	1.789,	1.789,	-404.2,	3.456,	2.374
0.6733,	0.01,	1.789,	1.789,	-404.8,	3.867,	3.14
0.8944,	0.01,	1.789,	1.789,	-405.1,	4.356,	2.895
1.116,	0.01,	1.789,	1.789,	-405.4,	4.83,	2.912
1.337,	0.01,	1.789,	1.789,	-405.9,	5.085,	2.646
1.558,	0.01,	1.789,	1.789,	-405.9,	5.37,	2.633
1.779,	0.01,	1.789,	1.789,	-405.5,	4.629,	2.85
2.0,	0.01,	1.789,	1.789,	-406.2,	5.429,	2.94
0.01,	0.2311,	1.789,	1.789,	-404.3,	3.751,	2.434
0.2311,	0.2311,	1.789,	1.789,	-406.3,	5.333,	3.288
0.4522,	0.2311,	1.789,	1.789,	-407.5,	6.333,	3.417
0.6733,	0.2311,	1.789,	1.789,	-407.6,	6.411,	4.156
0.8944,	0.2311,	1.789,	1.789,	-408.4,	7.382,	3.766
1.116,	0.2311,	1.789,	1.789,	-408.6,	7.512,	4.313
1.337,	0.2311,	1.789,	1.789,	-408.8,	7.719,	3.995
1.558,	0.2311,	1.789,	1.789,	-408.2,	7.116,	3.771
1.779,	0.2311,	1.789,	1.789,	-409.9,	8.631,	4.366
2.0,	0.2311,	1.789,	1.789,	-408.7,	7.559,	3.672
0.01,	0.4522,	1.789,	1.789,	-405.2,	4.532,	2.099
0.2311,	0.4522,	1.789,	1.789,	-407.8,	6.646,	3.993
0.4522,	0.4522,	1.789,	1.789,	-408.5,	7.39,	3.586
0.6733,	0.4522,	1.789,	1.789,	-408.5,	7.2,	4.586
0.8944,	0.4522,	1.789,	1.789,	-408.8,	7.792,	3.605
1.116,	0.4522,	1.789,	1.789,	-408.3,	7.334,	3.247
1.337,	0.4522,	1.789,	1.789,	-409.8,	8.598,	4.521
1.558,	0.4522,	1.789,	1.789,	-409.2,	8.064,	3.686
1.779,	0.4522,	1.789,	1.789,	-409.3,	8.639,	2.79
2.0,	0.4522,	1.789,	1.789,	-409.7,	8.48,	4.342
0.01,	0.6733,	1.789,	1.789,	-405.0,	4.45,	2.157
0.2311,	0.6733,	1.789,	1.789,	-407.8,	6.942,	3.803
0.4522,	0.6733,	1.789,	1.789,	-409.2,	8.225,	3.875
0.6733,	0.6733,	1.789,	1.789,	-408.6,	7.704,	3.567
0.8944,	0.6733,	1.789,	1.789,	-409.6,	8.489,	4.354
1.116,	0.6733,	1.789,	1.789,	-408.8,	7.65,	3.784
1.337,	0.6733,	1.789,	1.789,	-409.7,	8.435,	3.848
1.558,	0.6733,	1.789,	1.789,	-409.5,	8.456,	3.656
1.779,	0.6733,	1.789,	1.789,	-409.2,	8.326,	2.307
2.0,	0.6733,	1.789,	1.789,	-410.6,	9.308,	4.528
0.01,	0.8944,	1.789,	1.789,	-405.5,	4.941,	1.97
0.2311,	0.8944,	1.789,	1.789,	-408.0,	7.136,	2.396
0.4522,	0.8944,	1.789,	1.789,	-409.2,	7.877,	4.546
0.6733,	0.8944,	1.789,	1.789,	-409.1,	8.154,	3.273
0.8944,	0.8944,	1.789,	1.789,	-409.4,	8.426,	3.592
1.116,	0.8944,	1.789,	1.789,	-409.3,	8.27,	3.045
1.337,	0.8944,	1.789,	1.789,	-410.0,	9.057,	3.33
1.558,	0.8944,	1.789,	1.789,	-411.2,	10.0,	4.685
1.779,	0.8944,	1.789,	1.789,	-409.3,	8.137,	3.742
2.0,	0.8944,	1.789,	1.789,	-410.9,	9.864,	3.885
0.01,	1.116,	1.789,	1.789,	-405.9,	5.162,	2.505
0.2311,	1.116,	1.789,	1.789,	-408.4,	7.584,	3.115
0.4522,	1.116,	1.789,	1.789,	-409.1,	8.018,	3.329
0.6733,	1.116,	1.789,	1.789,	-410.1,	8.859,	4.688
0.8944,	1.116,	1.789,	1.789,	-409.8,	8.617,	4.333
1.116,	1.116,	1.789,	1.789,	-409.6,	8.627,	3.644
1.337,	1.116,	1.789,	1.789,	-410.6,	9.701,	3.646
1.558,	1.116,	1.789,	1.789,	-410.3,	9.214,	3.866
1.779,	1.116,	1.789,	1.789,	-411.3,	9.995,	4.492
2.0,	1.116,	1.789,	1.789,	-411.2,	10.22,	3.634
0.01,	1.337,	1.789,	1.789,	-406.0,	5.375,	2.347
0.2311,	1.337,	1.789,	1.789,	-408.5,	7.48,	3.662
0.4522,	1.337,	1.789,	1.789,	-408.8,	7.914,	3.548
0.6733,	1.337,	1.789,	1.789,	-409.1,	8.165,	3.599
0.8944,	1.337,	1.789,	1.789,	-410.5,	9.199,	3.576
1.116,	1.337,	1.789,	1.789,	-410.4,	9.331,	3.852
1.337,	1.337,	1.789,	1.789,	-409.6,	8.591,	4.22
1.558,	1.337,	1.789,	1.789,	-411.5,	10.37,	4.21
1.779,	1.337,	1.789,	1.789,	-410.6,	9.352,	4.053
2.0,	1.337,	1.789,	1.789,	-411.0,	9.884,	4.444
0.01,	1.558,	1.789,	1.789,	-405.8,	5.336,	2.049
0.2311,	1.558,	1.789,	1.789,	-408.0,	7.236,	2.918
0.4522,	1.558,	1.789,	1.789,	-409.2,	8.111,	3.881
0.6733,	1.558,	1.789,	1.789,	-410.0,	9.061,	4.104
0.8944,	1.558,	1.789,	1.789,	-410.6,	9.416,	3.948
1.116,	1.558,	1.789,	1.789,	-409.8,	8.748,	3.559
1.337,	1.558,	1.789,	1.789,	-410.9,	9.956,	3.673
1.558,	1.558,	1.789,	1.789,	-411.2,	9.964,	4.04
1.779,	1.558,	1.789,	1.789,	-410.7,	9.433,	4.063
2.0,	1.558,	1.789,	1.789,	-411.0,	9.804,	4.47
0.01,	1.779,	1.789,	1.789,	-406.0,	5.329,	2.384
0.2311,	1.779,	1.789,	1.789,	-409.1,	8.078,	3.204
0.4522,	1.779,	1.789,	1.789,	-408.2,	7.176,	3.57
0.6733,	1.779,	1.789,	1.789,	-410.0,	9.004,	3.874
0.8944,	1.779,	1.789,	1.789,	-410.0,	8.947,	3.731
1.116,	1.779,	1.789,	1.789,	-409.4,	8.235,	3.837
1.337,	1.779,	1.789,	1.789,	-410.0,	9.014,	3.458
1.558,	1.779,	1.789,	1.789,	-411.0,	10.02,	3.971
1.779,	1.779,	1.789,	1.789,	-411.5,	10.3,	4.015
2.0,	1.779,	1.789,	1.789,	-410.8,	9.692,	3.442
0.01,	2.0,	1.789,	1.789,	-406.6,	5.806,	2.554
0.2311,	2.0,	1.789,	1.789,	-408.5,	7.566,	3.478
0.4522,	2.0,	1.789,	1.789,	-409.3,	8.183,	4.156
0.6733,	2.0,	1.789,	1.789,	-410.2,	9.252,	3.217
0.8944,	2.0,	1.789,	1.789,	-411.1,	9.859,	4.446
1.116,	2.0,	1.789,	1.789,	-410.4,	9.317,	3.591
1.337,	2.0,	1.789,	1.789,	-410.9,	9.781,	3.672
1.558,	2.0,	1.789,	1.789,	-410.8,	9.599,	4.279
1.779,	2.0,	1.789,	1.789,	-411.3,	9.934,	3.992
2.0,	2.0,	1.789,	1.789,	-409.8,	8.749,	3.429
0.01,	0.01,	2.0,	1.789,	-440.8,	0.8353,	1.948
0.2311,	0.01,	2.0,	1.789,	-443.1,	3.07,	2.785
0.4522,	0.01,	2.0,	1.789,	-443.6,	3.663,	2.665
0.6733,	0.01,	2.0,	1.789,	-444.0,	4.049,	2.861
0.8944,	0.01,	2.0,	1.789,	-444.8,	4.823,	3.356
1.116,	0.01,	2.0,	1.789,	-445.0,	5.026,	3.34
1.337,	0.01,	2.0,	1.789,	-445.2,	5.023,	3.388
1.558,	0.01,	2.0,	1.789,	-445.1,	4.898,	3.344
1.779,	0.01,	2.0,	1.789,	-445.8,	5.651,	2.975
2.0,	0.01,	2.0,	1.789,	-445.3,	5.314,	2.772
0.01,	0.2311,	2.0,	1.789,	-443.5,	3.589,	2.443
0.2311,	0.2311,	2.0,	1.789,	-447.0,	6.547,	4.017
0.4522,	0.2311,	2.0,	1.789,	-446.9,	6.829,	3.33
0.6733,	0.2311,	2.0,	1.789,	-447.7,	7.379,	3.41
0.8944,	0.2311,	2.0,	1.789,	-448.0,	7.7,	3.871
1.116,	0.2311,	2.0,	1.789,	-448.0,	7.729,	3.939
1.337,	0.2311,	2.0,	1.789,	-447.7,	7.702,	3.735
1.558,	0.2311,	2.0,	1.789,	-448.2,	7.976,	3.523
1.779,	0.2311,	2.0,	1.789,	-448.3,	8.233,	3.442
2.0,	0.2311,	2.0,	1.789,	-448.9,	8.731,	4.076
0.01,	0.4522,	2.0,	1.789,	-443.6,	3.856,	2.247
0.2311,	0.4522,	2.0,	1.789,	-447.0,	6.765,	3.548
0.4522,	0.4522,	2.0,	1.789,	-447.9,	7.522,	4.214
0.6733,	0.4522,	2.0,	1.789,	-447.9,	7.79,	4.042
0.8944,	0.4522,	2.0,	1.789,	-448.4,	8.189,	3.582
1.116,	0.4522,	2.0,	1.789,	-448.1,	7.933,	4.103
1.337,	0.4522,	2.0,	1.789,	-448.6,	8.412,	3.39
1.558,	0.4522,	2.0,	1.789,	-449.0,	8.594,	4.043
1.779,	0.4522,	2.0,	1.789,	-448.7,	8.397,	4.172
2.0,	0.4522,	2.0,	1.789,	-448.9,	8.618,	3.52
0.01,	0.6733,	2.0,	1.789,	-444.2,	4.634,	2.043
0.2311,	0.6733,	2.0,	1.789,	-447.6,	7.317,	4.477
0.4522,	0.6733,	2.0,	1.789,	-448.0,	7.621,	3.956
0.6733,	0.6733,	2.0,	1.789,	-448.7,	8.633,	3.466
0.8944,	0.6733,	2.0,	1.789,	-449.3,	9.047,	4.142
1.116,	0.6733,	2.0,	1.789,	-449.5,	9.262,	4.233
1.337,	0.6733,	2.0,	1.789,	-449.3,	8.957,	3.632
1.558,	0.6733,	2.0,	1.789,	-449.4,	8.771,	4.512
1.779,	0.6733,	2.0,	1.789,	-449.6,	9.363,	3.971
2.0,	0.6733,	2.0,	1.789,	-450.3,	10.06,	4.342
0.01,	0.8944,	2.0,	1.789,	-445.1,	5.275,	2.645
0.2311,	0.8944,	2.0,	1.789,	-447.7,	7.44,	3.632
0.4522,	0.8944,	2.0,	1.789,	-448.7,	8.541,	3.531
0.6733,	0.8944,	2.0,	1.789,	-448.3,	7.97,	3.888
0.8944,	0.8944,	2.0,	1.789,	-448.9,	8.793,	3.804
1.116,	0.8944,	2.0,	1.789,	-448.8,	8.477,	3.639
1.337,	0.8944,	2.0,	1.789,	-450.0,	9.78,	3.98
1.558,	0.8944,	2.0,	1.789,	-449.7,	9.395,	4.209
1.779,	0.8944,	2.0,	1.789,	-449.2,	8.905,	3.991
2.0,	0.8944,	2.0,	1.789,	-450.4,	10.21,	3.397
0.01,	1.116,	2.0,	1.789,	-444.9,	5.088,	2.252
0.2311,	1.116,	2.0,	1.789,	-447.5,	7.169,	4.23
0.4522,	1.116,	2.0,	1.789,	-448.9,	8.605,	4.169
0.6733,	1.116,	2.0,	1.789,	-449.4,	9.199,	3.819
0.8944,	1.116,	2.0,	1.789,	-449.7,	9.35,	4.587
1.116,	1.116,	2.0,	1.789,	-449.7,	9.564,	3.839
1.337,	1.116,	2.0,	1.789,	-449.6,	9.437,	3.823
1.558,	1.116,	2.0,	1.789,	-450.1,	9.955,	3.321
1.779,	1.116,	2.0,	1.789,	-450.3,	9.996,	4.424
2.0,	1.116,	2.0,	1.789,	-450.2,	9.987,	4.419
0.01,	1.337,	2.0,	1.789,	-445.1,	5.289,	2.175
0.2311,	1.337,	2.0,	1.789,	-446.9,	6.939,	2.907
0.4522,	1.337,	2.0,	1.789,	-448.4,	8.465,	3.319
0.6733,	1.337,	2.0,	1.789,	-448.6,	8.339,	3.096
0.8944,	1.337,	2.0,	1.789,	-449.9,	9.44,	3.891
1.116,	1.337,	2.0,	1.789,	-449.6,	9.342,	3.747
1.337,	1.337,	2.0,	1.789,	-449.5,	9.277,	3.481
1.558,	1.337,	2.0,	1.789,	-450.6,	10.4,	3.917
1.779,	1.337,	2.0,	1.789,	-451.0,	10.69,	4.302
2.0,	1.337,	2.0,	1.789,	-450.4,	10.09,	3.433
0.01,	1.558,	2.0,	1.789,	-445.3,	5.356,	2.464
0.2311,	1.558,	2.0,	1.789,	-448.1,	7.94,	4.435
0.4522,	1.558,	2.0,	1.789,	-448.4,	8.045,	4.363
0.6733,	1.558,	2.0,	1.789,	-449.4,	8.987,	3.693
0.8944,	1.558,	2.0,	1.789,	-449.5,	9.471,	3.255
1.116,	1.558,	2.0,	1.789,	-449.4,	9.099,	3.905
1.337,	1.558,	2.0,	1.789,	-449.7,	9.594,	3.384
1.558,	1.558,	2.0,	1.789,	-450.1,	10.09,	3.673
1.779,	1.558,	2.0,	1.789,	-450.5,	10.26,	3.608
2.0,	1.558,	2.0,	1.789,	-450.3,	9.933,	4.215
0.01,	1.779,	2.0,	1.789,	-445.6,	5.776,	2.569
0.2311,	1.779,	2.0,	1.789,	-448.3,	7.963,	3.815
0.4522,	1.779,	2.0,	1.789,	-449.1,	8.769,	3.68
0.6733,	1.779,	2.0,	1.789,	-449.3,	9.045,	3.805
0.8944,	1.779,	2.0,	1.789,	-449.5,	9.483,	3.221
1.116,	1.779,	2.0,	1.789,	-450.1,	10.04,	4.034
1.337,	1.779,	2.0,	1.789,	-450.4,	10.02,	3.738
1.558,	1.779,	2.0,	1.789,	-449.7,	9.476,	3.726
1.779,	1.779,	2.0,	1.789,	-450.8,	10.43,	3.956
2.0,	1.779,	2.0,	1.789,	-450.7,	10.51,	3.771
0.01,	2.0,	2.0,	1.789,	-445.8,	5.866,	2.916
0.2311,	2.0,	2.0,	1.789,	-448.8,	8.405,	4.615
0.4522,	2.0,	2.0,	1.789,	-448.2,	8.164,	3.217
0.6733,	2.0,	2.0,	1.789,	-450.0,	9.712,	4.338
0.8944,	2.0,	2.0,	1.789,	-450.2,	9.826,	4.548
1.116,	2.0,	2.0,	1.789,	-449.9,	9.644,	3.884
1.337,	2.0,	2.0,	1.789,	-449.5,	9.537,	3.502
1.558,	2.0,	2.0,	1.789,	-450.5,	10.23,	3.339
1.779,	2.0,	2.0,	1.789,	-450.3,	9.795,	4.054
2.0,	2.0,	2.0,	1.789,	-450.8,	10.44,	4.106
0.01,	0.01,	0.1,	2.0,	-589.3,	2.243,	8.98
0.2311,	0.01,	0.1,	2.0,	-469.3,	15.86,	6.513
0.4522,	0.01,	0.1,	2.0,	-459.0,	6.084,	2.323
0.6733,	0.01,	0.1,	2.0,	-457.3,	4.407,	3.069
0.8944,	0.01,	0.1,	2.0,	-456.4,	3.502,	2.851
1.116,	0.01,	0.1,	2.0,	-455.8,	2.876,	2.603
1.337,	0.01,	0.1,	2.0,	-455.7,	2.694,	2.898
1.558,	0.01,	0.1,	2.0,	-455.3,	2.44,	2.21
1.779,	0.01,	0.1,	2.0,	-455.5,	2.724,	2.227
2.0,	0.01,	0.1,	2.0,	-456.0,	3.312,	2.254
0.01,	0.2311,	0.1,	2.0,	-592.4,	5.447,	9.328
0.2311,	0.2311,	0.1,	2.0,	-473.2,	18.69,	10.19
0.4522,	0.2311,	0.1,	2.0,	-462.4,	9.214,	4.005
0.6733,	0.2311,	0.1,	2.0,	-459.7,	6.556,	3.5
